Book Id,Title,Author,Author l-f,Additional Authors,ISBN,ISBN13,My Rating,Average Rating,Publisher,Binding,Number of Pages,Year Published,Original Publication Year,Date Read,Date Added,Bookshelves,Bookshelves with positions,Exclusive Shelf,My Review,Spoiler,Private Notes,Read Count,Owned Copies,Genres,CoverUrl
159116833,"Not Till We Are Lost (Bobiverse, #5)",Dennis E. Taylor,"Taylor, Dennis E.",Ray Porter,"=""""","=""""",0,4.30,Audible Originals,Audiobook,413,2024,2024,2024/11/30,2024/11/23,,,read,,,,1,0,,
6334,Never Let Me Go,Kazuo Ishiguro,"Ishiguro, Kazuo",,"=""1400078776""","=""9781400078776""",0,3.85,"Vintage Books ",Paperback,288,2010,2005,,2024/11/09,to-read,to-read (#224),to-read,,,,0,0,"Fiction; Organ donors; Cloning; Donation of organs, tissues; Women",https://covers.openlibrary.org/b/id/13160732-L.jpg|https://covers.openlibrary.org/b/isbn/9781400078776-L.jpg
334971,To Live,Yu Hua,"Hua, Yu",Michael Berry,"=""1400031869""","=""9781400031863""",0,4.33,Vintage,Paperback,250,2003,1992,,2024/11/09,to-read,to-read (#223),to-read,,,,0,0,"Fiction; History; Young men; Fiction, historical; China, fiction",https://covers.openlibrary.org/b/id/6823968-L.jpg|https://covers.openlibrary.org/b/isbn/9781400031863-L.jpg
30078567,"The Collapsing Empire (The Interdependency, #1)",John Scalzi,"Scalzi, John",,"=""0765388898""","=""9780765388896""",0,4.13,Tor Books,ebook,336,2017,2017,2024/11/03,2024/11/01,,,read,,,,1,0,"Fiction, science fiction, general; Space and time -- Fiction; Interplanetary voyages -- Fiction; Life on other planets -- Fiction; Interplanetary voyages",https://covers.openlibrary.org/b/id/8453144-L.jpg|https://covers.openlibrary.org/b/isbn/9780765388896-L.jpg
2246092,Steampunk,Ann VanderMeer,"VanderMeer, Ann","Jeff Vandermeer, Joe R. Lansdale, Molly Brown, Ted Chiang, Ian R. McLeod, Paul Di Filippo, Rachel E. Pollock, Joseph E. Lake, Stepan Chapman, Neal Stephenson, Mollly Brown, Jess Nevins, Rick Klaw, Bill  Baker, Michael Moorcock, Rachel E. Pollack, Mary Gentle, Jay Lake, Michael Chabon, Ian R. MacLeod, James P. Blaylock, Amparo Ramajo Huélamo, Santiago Eximeno","=""1892391759""","=""9781892391759""",0,3.53,Tachyon Publications,Paperback,373,2008,2008,2024/11/02,2024/11/01,,,read,,,,1,0,Science fiction; Anthhology; Short Stories; Fantasy fiction; American Steampunk fiction,https://covers.openlibrary.org/b/id/8369270-L.jpg|https://covers.openlibrary.org/b/isbn/9781892391759-L.jpg
57693406,The Kaiju Preservation Society,John Scalzi,"Scalzi, John",,"=""0765389126""","=""9780765389121""",0,3.98,Tor Books,Hardcover,264,2022,2022,2024/10/27,2024/10/26,,,read,,,,1,0,"nyt:combined-print-and-e-book-fiction=2022-04-03; New York Times bestseller; Fiction, science fiction, action & adventure; Fiction, science fiction, alien contact",https://covers.openlibrary.org/b/id/12671374-L.jpg|https://covers.openlibrary.org/b/isbn/9780765389121-L.jpg
227968,"Currency (The Baroque Cycle, Vol. 3, Book 2)",Neal Stephenson,"Stephenson, Neal",,"=""0060895357""","=""9780060895358""",0,4.39,HarTorch,Mass Market Paperback,448,2006,2003,2024/10/17,2024/09/18,,,read,,,,1,0,"Fiction, general",https://covers.openlibrary.org/b/isbn/9780060895358-L.jpg
39081625,Questions Are the Answer: A Breakthrough Approach to Your Most Vexing Problems at Work and in Life,Hal B. Gregersen,"Gregersen, Hal B.",,"=""""","=""""",0,3.94,Harper Business,Kindle Edition,357,2018,,,2024/11/09,to-read,to-read (#222),to-read,,,,0,0,,
38322550,"The Last Emperox (The Interdependency, #3)",John Scalzi,"Scalzi, John",Wil Wheaton,"=""""","=""""",0,4.14,Audible Studios,Hardcover,320,2020,2020,2024/11/08,2024/11/01,,,read,,,,1,0,,
34942741,"The Consuming Fire (The Interdependency, #2)",John Scalzi,"Scalzi, John",,"=""""","=""""",0,4.22,Tor Books,Kindle Edition,304,2018,2018,2024/11/05,2024/11/01,,,read,,,,1,0,,
22816087,Seveneves,Neal Stephenson,"Stephenson, Neal",,"=""""","=""""",0,4.00,William Morrow,Kindle Edition,872,2015,2015,2024/11/01,2023/11/10,,,read,,,,1,0,,
156785,Diaspora,Greg Egan,"Egan, Greg",Bernhard Kempen,"=""3453161815""","=""9783453161818""",0,4.10,Heyne,Paperback,443,2000,1997,,2024/10/11,to-read,to-read (#221),to-read,,,,0,0,"Cloning; Fiction; Science fiction; Fiction, science fiction, hard science fiction; Cyberspace",https://covers.openlibrary.org/b/id/1009216-L.jpg|https://covers.openlibrary.org/b/isbn/9783453161818-L.jpg
548914,The Little Schemer,Daniel P. Friedman,"Friedman, Daniel P.","Matthias Felleisen, Gerald Jay Sussman, Duane Bibby","=""0262560992""","=""9780262560993""",0,4.28,MIT Press,Paperback,210,1995,1974,,2024/10/11,to-read,to-read (#220),to-read,,,,0,0,LISP (Computer program language); Scheme (Computer program language); Lisp; Linguagem de programação; LISP,https://covers.openlibrary.org/b/id/151511-L.jpg|https://covers.openlibrary.org/b/isbn/9780262560993-L.jpg
18114322,The Grapes of Wrath,John Steinbeck,"Steinbeck, John",,"=""067001690X""","=""9780670016907""",0,4.03,Viking,Hardcover,496,2014,1939,,2024/10/11,to-read,to-read (#218),to-read,,,,0,0,Labor camps; Depressions; Labor camps in literature; Classic Literature; Open Library Staff Picks,https://covers.openlibrary.org/b/id/12715891-L.jpg|https://covers.openlibrary.org/b/isbn/9780670016907-L.jpg
25131230,Rationality: From AI to Zombies,Eliezer Yudkowsky,"Yudkowsky, Eliezer",,"=""1939311152""","=""9781939311153""",0,4.32,Machine Intelligence Research Institute,Kindle Edition,1813,2015,2015,,2024/10/11,to-read,to-read (#217),to-read,,,,0,0,,https://covers.openlibrary.org/b/id/10662600-L.jpg|https://covers.openlibrary.org/b/isbn/9781939311153-L.jpg
224552,Why Does He Do That? Inside the Minds of Angry and Controlling Men,Lundy   Bancroft,"Bancroft, Lundy",,"=""0425191656""","=""9780425191651""",0,4.49,Berkley Books,Paperback,408,2003,2002,,2024/10/11,to-read,to-read (#216),to-read,,,,0,0,Abusive men; Family violence; Nonfiction; Psychology; Self-Improvement,https://covers.openlibrary.org/b/id/15096227-L.jpg|https://covers.openlibrary.org/b/isbn/9780425191651-L.jpg
11612989,The Dictator's Handbook: Why Bad Behavior Is Almost Always Good Politics,Bruce Bueno de Mesquita,"Mesquita, Bruce Bueno de",Alastair Smith,"=""161039044X""","=""9781610390446""",0,4.25,PublicAffairs,Hardcover,321,2011,2011,,2024/10/11,to-read,to-read (#215),to-read,,,,0,0,Political corruption; Philosophy; Political leadership; Power (Social sciences); Leadership,https://covers.openlibrary.org/b/id/12577818-L.jpg|https://covers.openlibrary.org/b/isbn/9781610390446-L.jpg
16631,Steppenwolf,Hermann Hesse,"Hesse, Hermann",Basil Creighton,"=""0140282580""","=""9780140282580""",0,4.13,Penguin,Paperback,256,1999,1927,,2024/10/11,to-read,to-read (#214),to-read,,,,0,0,Fiction; Life; Western Civilization; Psychological fiction; Continental european fiction (fictional works by one author),https://covers.openlibrary.org/b/id/10453070-L.jpg|https://covers.openlibrary.org/b/isbn/9780140282580-L.jpg
61535,The Selfish Gene,Richard Dawkins,"Dawkins, Richard",,"=""0199291152""","=""9780199291151""",0,4.16,Oxford University Press,Paperback,360,2006,1976,,2024/10/11,to-read,to-read (#213),to-read,,,,0,0,Evolution (Biology); Genetics; Sociobiology; Behavior genetics; Genetica,https://covers.openlibrary.org/b/id/8718355-L.jpg|https://covers.openlibrary.org/b/isbn/9780199291151-L.jpg
154244,Socialism: An Economic and Sociological Analysis,Ludwig von Mises,"Mises, Ludwig von","Friedrich A. Hayek, J. Kahane","=""0913966630""","=""9780913966631""",0,4.32,Liberty Fund Inc.,Paperback,596,1981,1922,,2024/10/11,to-read,to-read (#212),to-read,,,,0,0,Socialism; Socialisme; Sociologische aspecten; Economische analyse; Socialismo,https://covers.openlibrary.org/b/id/6452888-L.jpg|https://covers.openlibrary.org/b/isbn/9780913966631-L.jpg
6759,Infinite Jest,David Foster Wallace,"Wallace, David Foster",,"=""""","=""""",0,4.25,Back Bay Books,Paperback,1088,2005,1996,,2024/10/11,to-read,to-read (#219),to-read,,,,0,0,,
31837,The Consolation of Philosophy,Boethius,"Boethius, Boethius",Victor  Watts,"=""0140447806""","=""9780140447804""",0,4.05,Penguin Classics,Paperback,155,1999,524,,2024/10/11,to-read,to-read (#211),to-read,,,,0,0,"Medieval Philosophy; Philosophy, medieval; Philosophy and religion; Happiness",https://covers.openlibrary.org/b/id/6649737-L.jpg|https://covers.openlibrary.org/b/isbn/9780140447804-L.jpg
25698,An Inquiry into the Nature and Causes of the Wealth of Nations,Adam Smith,"Smith, Adam","George J. Stigler, Edwin Cannan","=""0226763749""","=""9780226763743""",0,3.89,University Of Chicago Press,Paperback,1076,1977,1776,,2024/10/11,to-read,to-read (#210),to-read,,,,0,0,Economische filosofie; Communism; Finance; Business; Open Library Staff Picks,https://covers.openlibrary.org/b/id/143053-L.jpg|https://covers.openlibrary.org/b/isbn/9780226763743-L.jpg
552175,Progress and Poverty: An Inquiry in the Cause of Industrial Depressions and of Increase of Want with Increase of Wealth... The Remedy,Henry George,"George, Henry",,"=""0911312587""","=""9780911312584""",0,4.29,Robert Schalkenbach Foundation,Paperback,599,1997,1879,,2024/10/11,to-read,to-read (#209),to-read,,,,0,0,Single tax; Economics,https://covers.openlibrary.org/b/id/12730857-L.jpg|https://covers.openlibrary.org/b/isbn/9780911312584-L.jpg
568094,Echoes of the Great Song,David Gemmell,"Gemmell, David",,"=""0345432320""","=""9780345432322""",0,4.10,Del Rey,Mass Market Paperback,437,2002,1997,,2024/10/11,to-read,to-read (#207),to-read,,,,0,0,"Fantasy; Fiction; Heroes; Imaginary wars and battles; Fiction, fantasy, epic",https://covers.openlibrary.org/b/id/8314560-L.jpg|https://covers.openlibrary.org/b/isbn/9780345432322-L.jpg
110694,"Seeress of Kell (The Malloreon, #5)",David Eddings,"Eddings, David",,"=""0552148067""","=""9780552148061""",0,4.15,Corgi,Paperback,452,2000,1991,,2024/10/11,to-read,to-read (#206),to-read,,,,0,0,,https://covers.openlibrary.org/b/id/366638-L.jpg|https://covers.openlibrary.org/b/isbn/9780552148061-L.jpg
371787,"Sorceress of Darshiva (The Malloreon, #4)",David Eddings,"Eddings, David",,"=""0345369351""","=""9780345369352""",0,4.11,Del Rey Books,Mass Market Paperback,371,1990,1989,,2024/10/11,to-read,to-read (#205),to-read,,,,0,0,,https://covers.openlibrary.org/b/id/6564049-L.jpg|https://covers.openlibrary.org/b/isbn/9780345369352-L.jpg
286507,"Demon Lord of Karanda (The Malloreon, #3)",David Eddings,"Eddings, David",,"=""0345363310""","=""9780345363312""",0,4.07,Del Rey,Mass Market Paperback,404,1989,1988,,2024/10/11,to-read,to-read (#204),to-read,,,,0,0,Child sacrifice in fiction; Child sacrifice; Mallorea (Imaginary place); Fiction; Fantasy fiction,https://covers.openlibrary.org/b/id/6924526-L.jpg|https://covers.openlibrary.org/b/isbn/9780345363312-L.jpg
189811,"King of the Murgos (The Malloreon, #2)",David Eddings,"Eddings, David",,"=""0552148032""","=""9780552148030""",0,4.11,Transworld Pub,Paperback,418,2000,1988,,2024/10/11,to-read,to-read (#203),to-read,,,,0,0,American Fantasy fiction,https://covers.openlibrary.org/b/id/366635-L.jpg|https://covers.openlibrary.org/b/isbn/9780552148030-L.jpg
673657,"Guardians of the West (The Malloreon, #1)",David Eddings,"Eddings, David",,"=""0345352661""","=""9780345352668""",0,4.11,Del Rey,Mass Market Paperback,438,1988,1987,,2024/10/11,to-read,to-read (#202),to-read,,,,0,0,Kidnapping; Fiction; Prophecies; Wizards; American Fantasy fiction,https://covers.openlibrary.org/b/id/8656139-L.jpg|https://covers.openlibrary.org/b/isbn/9780345352668-L.jpg
140671,"The Black Company (The Chronicles of the Black Company, #1)",Glen Cook,"Cook, Glen",,"=""""","=""""",0,3.93,Tor Fantasy,Mass Market Paperback,319,1992,1984,,2024/10/11,to-read,to-read (#208),to-read,,,,0,0,,
44687,Enchanters' End Game (The Belgariad #5),David Eddings,"Eddings, David",,"=""0345300785""","=""9780345300782""",0,4.19,Del Rey,Mass Market Paperback,384,1984,1984,,2024/10/11,to-read,to-read (#201),to-read,,,,0,0,"American Fantasy fiction; Fantasy; Fiction; Imaginary wars and battles; Garion (fictitious character), fiction",https://covers.openlibrary.org/b/id/6457838-L.jpg|https://covers.openlibrary.org/b/isbn/9780345300782-L.jpg
645023,Castle of Wizardry (The Belgariad #4),David Eddings,"Eddings, David",,"=""0345335708""","=""9780345335708""",0,4.18,Del Rey,Mass Market Paperback,375,1984,1984,,2024/10/11,to-read,to-read (#200),to-read,,,,0,0,Fantasy; Fiction; Magic; Fantasy fiction; Quests (Expeditions),https://covers.openlibrary.org/b/id/6468739-L.jpg|https://covers.openlibrary.org/b/isbn/9780345335708-L.jpg
44688,Magician's Gambit (The Belgariad #3),David Eddings,"Eddings, David",,"=""0345335457""","=""9780345335456""",0,4.15,Del Rey,Mass Market Paperback,305,1983,1983,,2024/10/11,to-read,to-read (#199),to-read,,,,0,0,Fantasy; Fantastic fiction; Imaginary places; Wizards; Magic,https://covers.openlibrary.org/b/isbn/9780345335456-L.jpg
587582,Queen of Sorcery (The Belgariad #2),David Eddings,"Eddings, David",,"=""0345335651""","=""9780345335654""",0,4.15,Del Rey,Mass Market Paperback,326,1982,1982,,2024/10/11,to-read,to-read (#198),to-read,,,,0,0,Fantasy; Fiction; Wizards; Quests (Expeditions); Goddesses,https://covers.openlibrary.org/b/id/6930516-L.jpg|https://covers.openlibrary.org/b/isbn/9780345335654-L.jpg
44659,"Pawn of Prophecy (The Belgariad, #1)",David Eddings,"Eddings, David",,"=""0345468643""","=""9780345468642""",0,4.16,Del Rey,Paperback,304,2004,1982,,2024/10/11,to-read,to-read (#197),to-read,,,,0,0,Fiction; Literature; High fantasy; Buildungsroman; Fantasy fiction,https://covers.openlibrary.org/b/id/211381-L.jpg|https://covers.openlibrary.org/b/isbn/9780345468642-L.jpg
61131333,"Fall in Love with the Problem, Not the Solution",Uri Levine,"Levine, Uri",,"=""1637741987""","=""9781637741986""",0,4.37,Matt Holt,Hardcover,304,2023,2023,,2024/10/11,to-read,to-read (#196),to-read,,,,0,0,,https://covers.openlibrary.org/b/id/13206314-L.jpg|https://covers.openlibrary.org/b/isbn/9781637741986-L.jpg
29889493,"Innovating: A Doer's Manifesto for Starting from a Hunch, Prototyping Problems, Scaling Up, and Learning to Be Productively Wrong",Luis Perez-Breva,"Perez-Breva, Luis","Edward  Roberts, Nick Fuhrer","=""0262035359""","=""9780262035354""",0,3.88,The MIT Press,Hardcover,424,2017,,,2024/10/11,to-read,to-read (#195),to-read,,,,0,0,Creative ability in business; Technological innovations; Problem solving; New products; Entrepreneurship,https://covers.openlibrary.org/b/id/7996613-L.jpg|https://covers.openlibrary.org/b/isbn/9780262035354-L.jpg
612456,Carrying the Fire: An Astronaut's Journey,Michael  Collins,"Collins, Michael",,"=""081541028X""","=""9780815410287""",0,4.49,Cooper Square Press,Paperback,478,2001,1974,,2024/10/11,to-read,to-read (#193),to-read,,,,0,0,"Collins, michael, 1930-; Project apollo (u.s.); Astronauts; Apollo 11 (Spacecraft); Project Apollo (U.S.)",https://covers.openlibrary.org/b/id/613131-L.jpg|https://covers.openlibrary.org/b/isbn/9780815410287-L.jpg
2017,"Solomon's Gold (The Baroque Cycle, Vol. 3, Book 1)",Neal Stephenson,"Stephenson, Neal",,"=""0060895284""","=""9780060895280""",0,4.32,HarperTorch,Mass Market Paperback,448,2006,2004,2024/10/10,2024/09/18,,,read,,,,1,0,"Fiction, science fiction, action & adventure; London (england), fiction",https://covers.openlibrary.org/b/isbn/9780060895280-L.jpg
40745,Mindset: The New Psychology of Success,Carol S. Dweck,"Dweck, Carol S.",,"=""""","=""""",0,4.09,Random House,Hardcover,276,2006,2006,,2024/10/11,to-read,to-read (#194),to-read,,,,0,0,,
1745057,"The Confusion, Part II (The Baroque Cycle, Vol. 2, Book 2)",Neal Stephenson,"Stephenson, Neal",,"=""0060833238""","=""9780060833237""",0,4.44,HarperTorch,Mass Market Paperback,,2006,2012,2024/10/06,2024/09/18,,,read,,,,1,0,"New York Times reviewed; Fiction, historical, general",https://covers.openlibrary.org/b/id/8768649-L.jpg|https://covers.openlibrary.org/b/isbn/9780060833237-L.jpg
12609433,The Power of Habit: Why We Do What We Do in Life and Business,Charles Duhigg,"Duhigg, Charles",,"=""1400069289""","=""9781400069286""",0,4.13,Random House,Hardcover,375,2012,2012,,2024/10/04,to-read,to-read (#192),to-read,,,,0,0,Social aspects; Habit; Change (Psychology); New York Times bestseller; nyt:combined_print_nonfiction=2012-03-03,https://covers.openlibrary.org/b/id/14842390-L.jpg|https://covers.openlibrary.org/b/isbn/9781400069286-L.jpg
227967,"The Confusion, Part I (The Baroque Cycle, Vol. 2, Book 1)",Neal Stephenson,"Stephenson, Neal",,"=""006083322X""","=""9780060833220""",0,4.43,HarperTorch,Mass Market Paperback,608,2006,2004,2024/10/04,2024/09/18,,,read,,,,1,0,"Fiction, historical, general",https://covers.openlibrary.org/b/id/2312324-L.jpg|https://covers.openlibrary.org/b/isbn/9780060833220-L.jpg
204927599,Nexus: A Brief History of Information Networks from the Stone Age to AI,Yuval Noah Harari,"Harari, Yuval Noah",,"=""059373422X""","=""9780593734223""",0,4.16,Random House,Hardcover,528,2024,2024,,2024/09/27,to-read,to-read (#191),to-read,,,,0,0,nyt:combined-print-and-e-book-nonfiction=2024-09-29; New York Times bestseller,https://covers.openlibrary.org/b/id/14812834-L.jpg|https://covers.openlibrary.org/b/isbn/9780593734223-L.jpg
35631386,The Undoing Project: A Friendship That Changed Our Minds,Michael   Lewis,"Lewis, Michael",,"=""0393354776""","=""9780393354775""",0,3.99,W. W. Norton & Company,Paperback,368,2017,2016,,2024/09/24,to-read,to-read (#190),to-read,,,,0,0,Neurosciences; PSYCHOLOGY / Cognitive Psychology & Cognition; Statistical decision; Cognitive neuroscience; SCIENCE / Cognitive Science,https://covers.openlibrary.org/b/id/8574667-L.jpg|https://covers.openlibrary.org/b/isbn/9780393354775-L.jpg
46266188,The Fifth Risk: Undoing Democracy,Michael   Lewis,"Lewis, Michael",,"=""0393357457""","=""9780393357455""",0,4.10,W. W. Norton & Company,Paperback,255,2019,2018,,2024/09/24,to-read,to-read (#189),to-read,,,,0,0,Politics and government; Civil service; Management; Administrative agencies; Public administration,https://covers.openlibrary.org/b/id/10148143-L.jpg|https://covers.openlibrary.org/b/isbn/9780393357455-L.jpg
1301,Moneyball,Michael   Lewis,"Lewis, Michael",,"=""0393324818""","=""9780393324815""",0,4.27,W. W. Norton & Company,Paperback,317,2004,2003,,2024/09/24,to-read,to-read (#188),to-read,,,,0,0,Baseball players; Economic aspects of Baseball; Scouting; Salaries; Baseball,https://covers.openlibrary.org/b/id/250590-L.jpg|https://covers.openlibrary.org/b/isbn/9780393324815-L.jpg
26889576,The Big Short: Inside the Doomsday Machine,Michael   Lewis,"Lewis, Michael",,"=""039335315X""","=""9780393353150""",0,4.30,W. W. Norton & Company,Paperback,291,2015,2010,,2024/09/24,to-read,to-read (#187),to-read,,,,0,0,"Economic conditions; Global Financial Crisis, 2008-2009; Financial crises; History; Finance",https://covers.openlibrary.org/b/isbn/9780393353150-L.jpg
2016,"King of the Vagabonds (The Baroque Cycle, Vol. 1, Book 2)",Neal Stephenson,"Stephenson, Neal",,"=""0060833173""","=""9780060833176""",0,4.17,William Morrow Paperbacks,Mass Market Paperback,400,2006,2004,2024/09/23,2024/09/18,,,read,,,,1,0,historical fiction; Kings and rulers; Criminals; Scientists; Crimes against,https://covers.openlibrary.org/b/id/9159031-L.jpg|https://covers.openlibrary.org/b/isbn/9780060833176-L.jpg
829,"Odalisque (The Baroque Cycle, Vol. 1, Book 3)",Neal Stephenson,"Stephenson, Neal",,"=""""","=""""",0,4.20,HarperTorch,Paperback,464,2006,2005,2024/09/26,2024/09/18,,,read,,,,1,0,,
56347680,The Right to Sex: Feminism in the Twenty-First Century,Amia Srinivasan,"Srinivasan, Amia",,"=""0374721033""","=""9780374721039""",0,4.24,"Farrar, Straus and Giroux",Kindle Edition,241,2021,2021,,2023/06/01,to-read,to-read (#67),to-read,,,,0,0,Sociology; Sexual rights; Philosophy; Sex; Political aspects,https://covers.openlibrary.org/b/isbn/9780374721039-L.jpg
57004637,The Book of Form and Emptiness,Ruth Ozeki,"Ozeki, Ruth",,"=""0399563644""","=""9780399563645""",0,4.01,Viking,Hardcover,548,2021,2021,,2024/09/20,to-read,to-read (#186),to-read,,,,0,0,"American literature; Fiction, magical realism; Fiction, coming of age; Teenage boys; Fiction",https://covers.openlibrary.org/b/id/12045010-L.jpg|https://covers.openlibrary.org/b/isbn/9780399563645-L.jpg
21375203,Flood of Fire,Amitav Ghosh,"Ghosh, Amitav",,"=""0719569001""","=""9780719569005""",0,4.17,Murray,Hardcover,616,2015,2015,,2024/09/20,to-read,to-read (#185),to-read,,,,0,0,Fiction; Voyages and travels; Opium trade; History; Soldiers,https://covers.openlibrary.org/b/id/10755793-L.jpg|https://covers.openlibrary.org/b/isbn/9780719569005-L.jpg
9783627,River of Smoke,Amitav Ghosh,"Ghosh, Amitav",,"=""0719568986""","=""9780719568985""",0,3.97,Murray,Paperback,558,2011,2011,,2024/09/20,to-read,to-read (#184),to-read,,,,0,0,Opium trade; Cyclones; Sailors; Social classes; Voyages and travels,https://covers.openlibrary.org/b/id/10302424-L.jpg|https://covers.openlibrary.org/b/isbn/9780719568985-L.jpg
1330324,"Sea of Poppies (Ibis Trilogy, #1)",Amitav Ghosh,"Ghosh, Amitav",,"=""071956896X""","=""9780719568961""",0,3.97,John Murray Publisher,Paperback,513,2008,2008,,2024/09/20,to-read,to-read (#183),to-read,,,,0,0,Opium trade; History; Literature; Sailors; Travelers,https://covers.openlibrary.org/b/id/10449015-L.jpg|https://covers.openlibrary.org/b/isbn/9780719568961-L.jpg
12738,The Transit of Venus,Shirley Hazzard,"Hazzard, Shirley",,"=""1860491812""","=""9781860491818""",0,4.01,Virago,Paperback,337,1995,1980,,2024/09/19,to-read,to-read (#182),to-read,,,,0,0,"Fiction, family life; England, fiction; Australia, fiction; Sisters, fiction",https://covers.openlibrary.org/b/id/915167-L.jpg|https://covers.openlibrary.org/b/isbn/9781860491818-L.jpg
58725025,"Ordinary Monsters (The Talents Trilogy, #1)",J.M. Miro,"Miro, J.M.",,"=""1250833663""","=""9781250833662""",0,3.78,Flatiron Books,Hardcover,672,2022,2022,2024/08/19,2024/01/04,,,read,,,,1,0,,https://covers.openlibrary.org/b/id/12777512-L.jpg|https://covers.openlibrary.org/b/isbn/9781250833662-L.jpg
13891,"Winter's Heart (The Wheel of Time, #9)",Robert Jordan,"Jordan, Robert",,"=""081257558X""","=""9780812575583""",0,3.97,Tor Fantasy,Mass Market Paperback,780,2002,2000,,2023/06/08,to-read,to-read (#181),to-read,,,,1,0,Magic; Rand al'Thor (Fictitious character); Imaginary places; Secrets; Fantasy fiction,https://covers.openlibrary.org/b/id/604301-L.jpg|https://covers.openlibrary.org/b/isbn/9780812575583-L.jpg
823,"Quicksilver (The Baroque Cycle, #1)",Neal Stephenson,"Stephenson, Neal",,"=""""","=""""",0,3.93,HarperCollins Perennial,Paperback,927,2004,2003,2024/09/19,2024/03/24,,,read,,,,1,0,,
58950274,BBC Classics: Ultimate Story Collection,Louisa May Alcott,"Alcott, Louisa May","Hans Christian Andersen, Honoré de Balzac, Ambrose Bierce, Anton Chekhov, Kate Chopin, Wilkie Collins, Stephen Crane, Charles Dickens, Ernest Dowson, E.M. Delafield, Arthur Conan Doyle, Fanny Fern, F. Scott Fitzgerald, Elizabeth Gaskell, Charlotte Perkins Gilman, Jacob Grimm, Thomas Hardy, Bret Harte, O. Henry, Harold F. Hughes, W.W. Jacobs, M.R. James, James Joyce, D.H. Lawrence, Katherine Mansfield, Guy de Maupassant, Ovid, Yei Theodora Ozaki, Edgar Allan Poe, Saki, Olive Schreiner, Rabindranath Tagore, Edward Thomas, Leo Tolstoy, Ivan Turgenev, H.G. Wells, Edith Wharton, Oscar Wilde, Virginia Woolf, Joseph  Ayre, Helen Clapp, Clare Corbett, Sam Dale, Don Gilet, Christopher  Harper, Susan Jameson, Ronny Jhutti, Cameron Perceval, Carolyn Pickles","=""""","=""""",0,3.55,BBC Audio,Audible Audio,26,2021,2021,2024/09/18,2024/08/19,,,read,,,,1,0,,
17601,"The Will to Change: Men, Masculinity, and Love",bell hooks,"hooks, bell",,"=""0743456084""","=""9780743456081""",0,4.35,Washington Square Press,Paperback,208,2004,2003,2024/08/08,2024/07/27,,,read,,,,1,0,Men; Psychology; Intimacy (Psychology); Sex role; Masculinity,https://covers.openlibrary.org/b/id/9455438-L.jpg|https://covers.openlibrary.org/b/isbn/9780743456081-L.jpg
16132,The Death of the Banker: The Decline and Fall of the Great Financial Dynasties and the Triumph of the Small Investor,Ron Chernow,"Chernow, Ron",,"=""0375700374""","=""9780375700378""",0,3.51,Vintage,Paperback,130,1997,1997,2024/08/06,2024/08/01,,,read,,,,1,0,"Bankers; Banks and banking; Finance, Personal; History; Personal Finance",https://covers.openlibrary.org/b/id/11521247-L.jpg|https://covers.openlibrary.org/b/isbn/9780375700378-L.jpg
28209634,Autonomous,Annalee Newitz,"Newitz, Annalee",,"=""0765392070""","=""9780765392077""",0,3.58,Tor Books,Hardcover,303,2017,2017,2024/08/06,2024/08/04,,,read,,,,1,0,Scientists; Drugs; Side effects; Robots; Smugglers,https://covers.openlibrary.org/b/id/8079821-L.jpg|https://covers.openlibrary.org/b/isbn/9780765392077-L.jpg
62711641,"Fractal Noise (Fractalverse, #0)",Christopher Paolini,"Paolini, Christopher",,"=""1250862485""","=""9781250862488""",0,3.43,Tor Books,Hardcover,286,2023,2023,2024/08/04,2024/07/28,,,read,,,,1,0,"nyt:hardcover-fiction=2023-06-04; New York Times bestseller; Fiction, science fiction, alien contact; Fiction, science fiction, action & adventure; Fiction, science fiction, space opera",https://covers.openlibrary.org/b/id/13480559-L.jpg|https://covers.openlibrary.org/b/isbn/9781250862488-L.jpg
45024007,The Singularity Is Nearer: When We Merge with AI,Ray Kurzweil,"Kurzweil, Ray",,"=""0399562761""","=""9780399562761""",0,3.89,Viking,Hardcover,432,2024,2024,,2024/08/03,to-read,to-read (#180),to-read,,,,0,0,artificial intelligence; bioengineering; (near) futureology; nanotechnology; neurohacking,https://covers.openlibrary.org/b/id/14861631-L.jpg|https://covers.openlibrary.org/b/isbn/9780399562761-L.jpg
17607,All About Love: New Visions,bell hooks,"hooks, bell",,"=""0688168442""","=""9780688168445""",0,4.01,William Morrow,Hardcover,240,1999,1999,,2024/07/27,to-read,to-read (#179),to-read,,,,0,0,Feminist ethics; Love; SOCIAL SCIENCE; Popular Culture; African American Studies,https://covers.openlibrary.org/b/id/432605-L.jpg|https://covers.openlibrary.org/b/isbn/9780688168445-L.jpg
8694,"Life, the Universe and Everything (The Hitchhiker's Guide to the Galaxy, #3)",Douglas Adams,"Adams, Douglas",,"=""0345418905""","=""9780345418906""",0,4.16,Random House Worlds,Paperback,224,1997,1982,2024/07/27,2024/07/26,,,read,,,,1,0,sofas; xenophobia; bird language; paradoxes; Infinite Improbability Drive,https://covers.openlibrary.org/b/id/209050-L.jpg|https://covers.openlibrary.org/b/isbn/9780345418906-L.jpg
